antecedents,consequents,support
{'honey'},{'frozen smoothie'},0.12359550561797752
{'frozen smoothie'},{'honey'},0.09263157894736843
{'honey'},{'burgers'},0.13202247191011235
{'burgers'},{'honey'},0.07186544342507645
{'honey'},{'pancakes'},0.1404494382022472
{'pancakes'},{'honey'},0.07012622720897616
{'honey'},{'ground beef'},0.14325842696629212
{'ground beef'},{'honey'},0.06919945725915876
{'honey'},{'frozen vegetables'},0.1601123595505618
{'frozen vegetables'},{'honey'},0.07972027972027972
{'honey'},{'milk'},0.16292134831460675
{'milk'},{'honey'},0.059670781893004114
{'honey'},{'chocolate'},0.16853932584269662
{'chocolate'},{'honey'},0.04882017900732303
{'french fries'},{'honey'},0.05226209048361934
{'honey'},{'french fries'},0.18820224719101122
{'honey'},{'green tea'},0.19662921348314608
{'green tea'},{'honey'},0.07063572149344097
{'honey'},{'spaghetti'},0.25
{'spaghetti'},{'honey'},0.0681470137825421
{'honey'},{'mineral water'},0.31741573033707865
{'mineral water'},{'honey'},0.06319910514541387
{'burgers'},{'herb & pepper'},0.047400611620795105
{'herb & pepper'},{'burgers'},0.08355795148247978
{'tomatoes'},{'herb & pepper'},0.06432748538011696
{'herb & pepper'},{'tomatoes'},0.0889487870619946
{'cake'},{'herb & pepper'},0.05592105263157895
{'herb & pepper'},{'cake'},0.09164420485175202
{'turkey'},{'herb & pepper'},0.0767590618336887
{'herb & pepper'},{'turkey'},0.09703504043126684
{'chicken'},{'herb & pepper'},0.08222222222222222
{'herb & pepper'},{'chicken'},0.09973045822102426
{'olive oil'},{'herb & pepper'},0.07692307692307693
{'herb & pepper'},{'olive oil'},0.10242587601078167
{'cooking oil'},{'herb & pepper'},0.10443864229765012
{'herb & pepper'},{'cooking oil'},0.1078167115902965
{'low fat yogurt'},{'herb & pepper'},0.07665505226480836
{'herb & pepper'},{'low fat yogurt'},0.11859838274932614
{'frozen vegetables'},{'herb & pepper'},0.06293706293706294
{'herb & pepper'},{'frozen vegetables'},0.12129380053908356
{'green tea'},{'herb & pepper'},0.04843592330978809
{'herb & pepper'},{'green tea'},0.1293800539083558
{'grated cheese'},{'herb & pepper'},0.12468193384223919
{'herb & pepper'},{'grated cheese'},0.1320754716981132
{'french fries'},{'herb & pepper'},0.0405616224648986
{'herb & pepper'},{'french fries'},0.14016172506738545
{'shrimp'},{'herb & pepper'},0.09888059701492537
{'herb & pepper'},{'shrimp'},0.14285714285714285
{'pancakes'},{'herb & pepper'},0.07713884992987377
{'herb & pepper'},{'pancakes'},0.14824797843665768
{'chocolate'},{'herb & pepper'},0.05532953620829943
{'herb & pepper'},{'chocolate'},0.18328840970350405
{'milk'},{'herb & pepper'},0.07098765432098765
{'herb & pepper'},{'milk'},0.18598382749326145
{'milk'},"{'mineral water', 'herb & pepper'}",0.03189300411522634
{'mineral water'},"{'herb & pepper', 'milk'}",0.017337807606263984
{'herb & pepper'},"{'mineral water', 'milk'}",0.08355795148247978
"{'mineral water', 'milk'}",{'herb & pepper'},0.08611111111111111
"{'herb & pepper', 'milk'}",{'mineral water'},0.4492753623188406
"{'mineral water', 'herb & pepper'}",{'milk'},0.2421875
{'eggs'},{'herb & pepper'},0.06973293768545995
{'herb & pepper'},{'eggs'},0.25336927223719674
{'ground beef'},"{'eggs', 'herb & pepper'}",0.04206241519674356
{'eggs'},"{'herb & pepper', 'ground beef'}",0.022997032640949554
{'herb & pepper'},"{'eggs', 'ground beef'}",0.08355795148247978
"{'eggs', 'ground beef'}",{'herb & pepper'},0.20666666666666667
"{'herb & pepper', 'ground beef'}",{'eggs'},0.25833333333333336
"{'eggs', 'herb & pepper'}",{'ground beef'},0.32978723404255317
{'spaghetti'},"{'eggs', 'herb & pepper'}",0.027565084226646247
{'eggs'},"{'spaghetti', 'herb & pepper'}",0.026706231454005934
{'herb & pepper'},"{'spaghetti', 'eggs'}",0.09703504043126684
"{'spaghetti', 'eggs'}",{'herb & pepper'},0.13138686131386862
"{'spaghetti', 'herb & pepper'}",{'eggs'},0.29508196721311475
"{'eggs', 'herb & pepper'}",{'spaghetti'},0.3829787234042553
{'mineral water'},"{'eggs', 'herb & pepper'}",0.02237136465324385
{'eggs'},"{'mineral water', 'herb & pepper'}",0.02967359050445104
{'herb & pepper'},"{'mineral water', 'eggs'}",0.1078167115902965
"{'mineral water', 'eggs'}",{'herb & pepper'},0.10471204188481675
"{'mineral water', 'herb & pepper'}",{'eggs'},0.3125
"{'eggs', 'herb & pepper'}",{'mineral water'},0.425531914893617
{'ground beef'},{'herb & pepper'},0.1628222523744912
{'herb & pepper'},{'ground beef'},0.32345013477088946
{'ground beef'},"{'spaghetti', 'herb & pepper'}",0.06512890094979647
{'spaghetti'},"{'herb & pepper', 'ground beef'}",0.036753445635528334
{'herb & pepper'},"{'spaghetti', 'ground beef'}",0.1293800539083558
"{'spaghetti', 'ground beef'}",{'herb & pepper'},0.16326530612244897
"{'herb & pepper', 'ground beef'}",{'spaghetti'},0.4
"{'spaghetti', 'herb & pepper'}",{'ground beef'},0.39344262295081966
{'ground beef'},"{'mineral water', 'herb & pepper'}",0.06784260515603799
{'mineral water'},"{'herb & pepper', 'ground beef'}",0.02796420581655481
{'herb & pepper'},"{'mineral water', 'ground beef'}",0.1347708894878706
"{'mineral water', 'ground beef'}",{'herb & pepper'},0.16286644951140064
"{'herb & pepper', 'ground beef'}",{'mineral water'},0.4166666666666667
"{'mineral water', 'herb & pepper'}",{'ground beef'},0.390625
{'spaghetti'},{'herb & pepper'},0.09341500765696784
{'herb & pepper'},{'spaghetti'},0.3288409703504043
{'spaghetti'},"{'mineral water', 'herb & pepper'}",0.03445635528330781
{'mineral water'},"{'spaghetti', 'herb & pepper'}",0.025167785234899327
{'herb & pepper'},"{'spaghetti', 'mineral water'}",0.12129380053908356
"{'spaghetti', 'mineral water'}",{'herb & pepper'},0.10044642857142858
"{'spaghetti', 'herb & pepper'}",{'mineral water'},0.36885245901639346
"{'mineral water', 'herb & pepper'}",{'spaghetti'},0.3515625
{'mineral water'},{'herb & pepper'},0.07158836689038031
{'herb & pepper'},{'mineral water'},0.3450134770889488
{'soup'},{'turkey'},0.09762532981530343
{'turkey'},{'soup'},0.07889125799573561
{'soup'},{'cooking oil'},0.10554089709762533
{'cooking oil'},{'soup'},0.10443864229765012
{'soup'},{'shrimp'},0.11081794195250659
{'shrimp'},{'soup'},0.07835820895522388
{'low fat yogurt'},{'soup'},0.07491289198606271
{'soup'},{'low fat yogurt'},0.11345646437994723
{'soup'},{'chicken'},0.11873350923482849
{'chicken'},{'soup'},0.1
{'cake'},{'soup'},0.0756578947368421
{'soup'},{'cake'},0.12137203166226913
{'soup'},{'burgers'},0.12401055408970976
{'burgers'},{'soup'},0.07186544342507645
{'soup'},{'pancakes'},0.1345646437994723
{'pancakes'},{'soup'},0.07152875175315568
{'soup'},"{'mineral water', 'pancakes'}",0.08443271767810026
{'mineral water'},"{'soup', 'pancakes'}",0.017897091722595078
{'pancakes'},"{'soup', 'mineral water'}",0.04488078541374474
"{'soup', 'mineral water'}",{'pancakes'},0.18497109826589594
"{'soup', 'pancakes'}",{'mineral water'},0.6274509803921569
"{'mineral water', 'pancakes'}",{'soup'},0.12648221343873517
{'soup'},{'tomatoes'},0.13720316622691292
{'tomatoes'},{'soup'},0.10136452241715399
{'green tea'},{'soup'},0.05348133198789102
{'soup'},{'green tea'},0.13984168865435356
{'french fries'},{'soup'},0.044461778471138844
{'soup'},{'french fries'},0.1503957783641161
{'frozen vegetables'},{'soup'},0.08391608391608392
{'soup'},{'frozen vegetables'},0.158311345646438
{'frozen vegetables'},"{'soup', 'mineral water'}",0.05314685314685315
{'soup'},"{'frozen vegetables', 'mineral water'}",0.10026385224274406
{'mineral water'},"{'soup', 'frozen vegetables'}",0.021252796420581657
"{'soup', 'frozen vegetables'}",{'mineral water'},0.6333333333333333
"{'frozen vegetables', 'mineral water'}",{'soup'},0.1417910447761194
"{'soup', 'mineral water'}",{'frozen vegetables'},0.21965317919075145
{'olive oil'},{'soup'},0.13562753036437247
{'soup'},{'olive oil'},0.17678100263852242
{'olive oil'},"{'soup', 'mineral water'}",0.07894736842105263
{'soup'},"{'olive oil', 'mineral water'}",0.10290237467018469
{'mineral water'},"{'soup', 'olive oil'}",0.02181208053691275
"{'soup', 'olive oil'}",{'mineral water'},0.582089552238806
"{'olive oil', 'mineral water'}",{'soup'},0.18840579710144928
"{'soup', 'mineral water'}",{'olive oil'},0.2254335260115607
{'soup'},{'eggs'},0.17941952506596306
{'eggs'},{'soup'},0.050445103857566766
{'soup'},"{'mineral water', 'eggs'}",0.09762532981530343
{'eggs'},"{'soup', 'mineral water'}",0.02744807121661721
{'mineral water'},"{'soup', 'eggs'}",0.02069351230425056
"{'soup', 'eggs'}",{'mineral water'},0.5441176470588235
"{'soup', 'mineral water'}",{'eggs'},0.2138728323699422
"{'mineral water', 'eggs'}",{'soup'},0.0968586387434555
{'soup'},{'ground beef'},0.19261213720316622
{'ground beef'},{'soup'},0.09905020352781546
{'soup'},"{'mineral water', 'ground beef'}",0.10026385224274406
{'mineral water'},"{'soup', 'ground beef'}",0.021252796420581657
{'ground beef'},"{'soup', 'mineral water'}",0.051560379918588875
"{'soup', 'mineral water'}",{'ground beef'},0.21965317919075145
"{'soup', 'ground beef'}",{'mineral water'},0.5205479452054794
"{'mineral water', 'ground beef'}",{'soup'},0.1237785016286645
{'chocolate'},{'soup'},0.061838893409275834
{'soup'},{'chocolate'},0.20052770448548812
{'chocolate'},"{'soup', 'mineral water'}",0.03417412530512612
{'soup'},"{'chocolate', 'mineral water'}",0.11081794195250659
{'mineral water'},"{'chocolate', 'soup'}",0.02348993288590604
"{'chocolate', 'soup'}",{'mineral water'},0.5526315789473685
"{'chocolate', 'mineral water'}",{'soup'},0.10632911392405063
"{'soup', 'mineral water'}",{'chocolate'},0.24277456647398843
{'soup'},{'spaghetti'},0.28232189973614774
{'spaghetti'},{'soup'},0.08192955589586524
{'soup'},"{'spaghetti', 'milk'}",0.08970976253298153
{'spaghetti'},"{'soup', 'milk'}",0.026033690658499236
{'milk'},"{'soup', 'spaghetti'}",0.03497942386831276
"{'soup', 'spaghetti'}",{'milk'},0.3177570093457944
"{'soup', 'milk'}",{'spaghetti'},0.2982456140350877
"{'spaghetti', 'milk'}",{'soup'},0.12781954887218044
{'soup'},"{'spaghetti', 'mineral water'}",0.14775725593667546
{'spaghetti'},"{'soup', 'mineral water'}",0.042879019908116385
{'mineral water'},"{'soup', 'spaghetti'}",0.03131991051454139
"{'soup', 'spaghetti'}",{'mineral water'},0.5233644859813084
"{'soup', 'mineral water'}",{'spaghetti'},0.3236994219653179
"{'spaghetti', 'mineral water'}",{'soup'},0.125
{'soup'},{'milk'},0.3007915567282322
{'milk'},{'soup'},0.11728395061728394
{'soup'},"{'mineral water', 'milk'}",0.16886543535620052
{'mineral water'},"{'soup', 'milk'}",0.035794183445190156
{'milk'},"{'soup', 'mineral water'}",0.06584362139917696
"{'soup', 'mineral water'}",{'milk'},0.3699421965317919
"{'soup', 'milk'}",{'mineral water'},0.5614035087719298
"{'mineral water', 'milk'}",{'soup'},0.17777777777777778
{'soup'},{'mineral water'},0.45646437994722955
{'mineral water'},{'soup'},0.09675615212527965
{'cooking oil'},{'frozen smoothie'},0.09399477806788512
{'frozen smoothie'},{'cooking oil'},0.07578947368421053
{'cake'},{'cooking oil'},0.06085526315789474
{'cooking oil'},{'cake'},0.09660574412532637
{'olive oil'},{'cooking oil'},0.07692307692307693
{'cooking oil'},{'olive oil'},0.09921671018276762
{'escalope'},{'cooking oil'},0.06722689075630252
{'cooking oil'},{'escalope'},0.10443864229765012
{'whole wheat rice'},{'cooking oil'},0.09339407744874716
{'cooking oil'},{'whole wheat rice'},0.10704960835509138
{'cooking oil'},{'turkey'},0.1122715404699739
{'turkey'},{'cooking oil'},0.09168443496801706
{'cooking oil'},{'burgers'},0.1122715404699739
{'burgers'},{'cooking oil'},0.06574923547400612
{'grated cheese'},{'cooking oil'},0.10941475826972011
{'cooking oil'},{'grated cheese'},0.1122715404699739
{'shrimp'},{'cooking oil'},0.08395522388059702
{'cooking oil'},{'shrimp'},0.1174934725848564
{'low fat yogurt'},{'cooking oil'},0.08536585365853659
{'cooking oil'},{'low fat yogurt'},0.1279373368146214
{'cooking oil'},{'tomatoes'},0.13054830287206268
{'tomatoes'},{'cooking oil'},0.09746588693957114
{'chicken'},{'cooking oil'},0.11333333333333333
{'cooking oil'},{'chicken'},0.13315926892950392
{'frozen vegetables'},{'cooking oil'},0.07132867132867132
{'cooking oil'},{'frozen vegetables'},0.13315926892950392
{'green tea'},{'cooking oil'},0.05348133198789102
{'cooking oil'},{'green tea'},0.13838120104438642
{'cooking oil'},{'pancakes'},0.15404699738903394
{'pancakes'},{'cooking oil'},0.08274894810659186
{'mineral water'},"{'cooking oil', 'pancakes'}",0.019574944071588368
{'cooking oil'},"{'mineral water', 'pancakes'}",0.09138381201044386
{'pancakes'},"{'mineral water', 'cooking oil'}",0.04908835904628331
"{'mineral water', 'cooking oil'}",{'pancakes'},0.23178807947019867
"{'mineral water', 'pancakes'}",{'cooking oil'},0.1383399209486166
"{'cooking oil', 'pancakes'}",{'mineral water'},0.5932203389830508
{'french fries'},{'cooking oil'},0.046021840873634944
{'cooking oil'},{'french fries'},0.15404699738903394
{'cooking oil'},{'ground beef'},0.16449086161879894
{'ground beef'},{'cooking oil'},0.08548168249660787
{'spaghetti'},"{'cooking oil', 'ground beef'}",0.027565084226646247
{'cooking oil'},"{'spaghetti', 'ground beef'}",0.09399477806788512
{'ground beef'},"{'spaghetti', 'cooking oil'}",0.048846675712347354
"{'spaghetti', 'cooking oil'}",{'ground beef'},0.3025210084033613
"{'spaghetti', 'ground beef'}",{'cooking oil'},0.12244897959183673
"{'cooking oil', 'ground beef'}",{'spaghetti'},0.5714285714285714
{'cooking oil'},{'milk'},0.2245430809399478
{'milk'},{'cooking oil'},0.08847736625514403
{'chocolate'},"{'cooking oil', 'milk'}",0.026851098454027666
{'cooking oil'},"{'chocolate', 'milk'}",0.08616187989556136
{'milk'},"{'chocolate', 'cooking oil'}",0.033950617283950615
"{'chocolate', 'cooking oil'}",{'milk'},0.3235294117647059
"{'chocolate', 'milk'}",{'cooking oil'},0.13692946058091288
"{'cooking oil', 'milk'}",{'chocolate'},0.38372093023255816
{'mineral water'},"{'cooking oil', 'milk'}",0.019574944071588368
{'cooking oil'},"{'mineral water', 'milk'}",0.09138381201044386
{'milk'},"{'mineral water', 'cooking oil'}",0.0360082304526749
"{'mineral water', 'cooking oil'}",{'milk'},0.23178807947019867
"{'mineral water', 'milk'}",{'cooking oil'},0.09722222222222222
"{'cooking oil', 'milk'}",{'mineral water'},0.4069767441860465
{'eggs'},{'cooking oil'},0.06528189910979229
{'cooking oil'},{'eggs'},0.2297650130548303
{'eggs'},"{'spaghetti', 'cooking oil'}",0.022997032640949554
{'spaghetti'},"{'cooking oil', 'eggs'}",0.023736600306278714
{'cooking oil'},"{'spaghetti', 'eggs'}",0.08093994778067885
"{'spaghetti', 'eggs'}",{'cooking oil'},0.11313868613138686
"{'cooking oil', 'eggs'}",{'spaghetti'},0.3522727272727273
"{'spaghetti', 'cooking oil'}",{'eggs'},0.2605042016806723
{'eggs'},"{'chocolate', 'cooking oil'}",0.025222551928783383
{'cooking oil'},"{'chocolate', 'eggs'}",0.08877284595300261
{'chocolate'},"{'cooking oil', 'eggs'}",0.027664768104149716
"{'cooking oil', 'eggs'}",{'chocolate'},0.38636363636363635
"{'chocolate', 'eggs'}",{'cooking oil'},0.13654618473895583
"{'chocolate', 'cooking oil'}",{'eggs'},0.3333333333333333
{'eggs'},"{'mineral water', 'cooking oil'}",0.03560830860534125
{'mineral water'},"{'cooking oil', 'eggs'}",0.026845637583892617
{'cooking oil'},"{'mineral water', 'eggs'}",0.12532637075718014
"{'mineral water', 'eggs'}",{'cooking oil'},0.1256544502617801
"{'cooking oil', 'eggs'}",{'mineral water'},0.5454545454545454
"{'mineral water', 'cooking oil'}",{'eggs'},0.31788079470198677
{'chocolate'},{'cooking oil'},0.08299430431244914
{'cooking oil'},{'chocolate'},0.26631853785900783
{'chocolate'},"{'spaghetti', 'cooking oil'}",0.026851098454027666
{'spaghetti'},"{'chocolate', 'cooking oil'}",0.02526799387442573
{'cooking oil'},"{'chocolate', 'spaghetti'}",0.08616187989556136
"{'chocolate', 'spaghetti'}",{'cooking oil'},0.11224489795918367
"{'chocolate', 'cooking oil'}",{'spaghetti'},0.3235294117647059
"{'spaghetti', 'cooking oil'}",{'chocolate'},0.2773109243697479
{'chocolate'},"{'mineral water', 'cooking oil'}",0.03498779495524817
{'mineral water'},"{'chocolate', 'cooking oil'}",0.024049217002237135
{'cooking oil'},"{'chocolate', 'mineral water'}",0.1122715404699739
"{'chocolate', 'mineral water'}",{'cooking oil'},0.10886075949367088
"{'chocolate', 'cooking oil'}",{'mineral water'},0.4215686274509804
"{'mineral water', 'cooking oil'}",{'chocolate'},0.2847682119205298
{'spaghetti'},{'cooking oil'},0.09111791730474732
{'cooking oil'},{'spaghetti'},0.31070496083550914
{'spaghetti'},"{'mineral water', 'cooking oil'}",0.043644716692189896
{'cooking oil'},"{'spaghetti', 'mineral water'}",0.14882506527415143
{'mineral water'},"{'spaghetti', 'cooking oil'}",0.031879194630872486
"{'spaghetti', 'cooking oil'}",{'mineral water'},0.4789915966386555
"{'spaghetti', 'mineral water'}",{'cooking oil'},0.12723214285714285
"{'mineral water', 'cooking oil'}",{'spaghetti'},0.37748344370860926
{'mineral water'},{'cooking oil'},0.08445190156599552
{'cooking oil'},{'mineral water'},0.39425587467362927
{'grated cheese'},{'chicken'},0.08142493638676845
{'chicken'},{'grated cheese'},0.07111111111111111
{'grated cheese'},{'shrimp'},0.08396946564885496
{'shrimp'},{'grated cheese'},0.061567164179104475
{'grated cheese'},{'tomatoes'},0.08396946564885496
{'tomatoes'},{'grated cheese'},0.06432748538011696
{'grated cheese'},{'whole wheat rice'},0.08651399491094147
{'whole wheat rice'},{'grated cheese'},0.0774487471526196
{'grated cheese'},{'cake'},0.0916030534351145
{'cake'},{'grated cheese'},0.05921052631578947
{'grated cheese'},{'escalope'},0.0916030534351145
{'escalope'},{'grated cheese'},0.06050420168067227
{'grated cheese'},{'turkey'},0.09414758269720101
{'turkey'},{'grated cheese'},0.07889125799573561
{'grated cheese'},{'burgers'},0.10432569974554708
{'burgers'},{'grated cheese'},0.06269113149847094
{'grated cheese'},{'low fat yogurt'},0.10687022900763359
{'low fat yogurt'},{'grated cheese'},0.07317073170731707
{'grated cheese'},{'olive oil'},0.11959287531806616
{'olive oil'},{'grated cheese'},0.0951417004048583
{'grated cheese'},{'frozen vegetables'},0.1297709923664122
{'frozen vegetables'},{'grated cheese'},0.07132867132867132
{'grated cheese'},{'pancakes'},0.13231552162849872
{'pancakes'},{'grated cheese'},0.0729312762973352
{'grated cheese'},{'green tea'},0.15012722646310434
{'green tea'},{'grated cheese'},0.05953582240161453
{'grated cheese'},{'milk'},0.15012722646310434
{'milk'},{'grated cheese'},0.060699588477366256
{'grated cheese'},{'eggs'},0.17302798982188294
{'eggs'},{'grated cheese'},0.050445103857566766
{'grated cheese'},"{'spaghetti', 'eggs'}",0.08142493638676845
{'spaghetti'},"{'grated cheese', 'eggs'}",0.02450229709035222
{'eggs'},"{'grated cheese', 'spaghetti'}",0.02373887240356083
"{'grated cheese', 'spaghetti'}",{'eggs'},0.25806451612903225
"{'grated cheese', 'eggs'}",{'spaghetti'},0.47058823529411764
"{'spaghetti', 'eggs'}",{'grated cheese'},0.11678832116788321
{'grated cheese'},"{'mineral water', 'eggs'}",0.08396946564885496
{'mineral water'},"{'grated cheese', 'eggs'}",0.018456375838926176
{'eggs'},"{'grated cheese', 'mineral water'}",0.024480712166172106
"{'grated cheese', 'mineral water'}",{'eggs'},0.25190839694656486
"{'grated cheese', 'eggs'}",{'mineral water'},0.4852941176470588
"{'mineral water', 'eggs'}",{'grated cheese'},0.08638743455497382
{'grated cheese'},{'french fries'},0.1984732824427481
{'french fries'},{'grated cheese'},0.060842433697347896
{'grated cheese'},{'chocolate'},0.20865139949109415
{'chocolate'},{'grated cheese'},0.06672091131000814
{'grated cheese'},{'ground beef'},0.21628498727735368
{'ground beef'},{'grated cheese'},0.11533242876526459
{'grated cheese'},"{'mineral water', 'ground beef'}",0.09669211195928754
{'mineral water'},"{'grated cheese', 'ground beef'}",0.021252796420581657
{'ground beef'},"{'grated cheese', 'mineral water'}",0.051560379918588875
"{'grated cheese', 'mineral water'}",{'ground beef'},0.2900763358778626
"{'grated cheese', 'ground beef'}",{'mineral water'},0.4470588235294118
"{'mineral water', 'ground beef'}",{'grated cheese'},0.1237785016286645
{'grated cheese'},"{'spaghetti', 'ground beef'}",0.10178117048346055
{'spaghetti'},"{'grated cheese', 'ground beef'}",0.030627871362940276
{'ground beef'},"{'grated cheese', 'spaghetti'}",0.054274084124830396
"{'grated cheese', 'spaghetti'}",{'ground beef'},0.3225806451612903
"{'grated cheese', 'ground beef'}",{'spaghetti'},0.47058823529411764
"{'spaghetti', 'ground beef'}",{'grated cheese'},0.1360544217687075
{'grated cheese'},{'spaghetti'},0.3155216284987277
{'spaghetti'},{'grated cheese'},0.09494640122511486
{'grated cheese'},"{'spaghetti', 'mineral water'}",0.11959287531806616
{'spaghetti'},"{'grated cheese', 'mineral water'}",0.03598774885145482
{'mineral water'},"{'grated cheese', 'spaghetti'}",0.026286353467561523
"{'grated cheese', 'spaghetti'}",{'mineral water'},0.3790322580645161
"{'grated cheese', 'mineral water'}",{'spaghetti'},0.35877862595419846
"{'spaghetti', 'mineral water'}",{'grated cheese'},0.10491071428571429
{'grated cheese'},{'mineral water'},0.3333333333333333
{'mineral water'},{'grated cheese'},0.0732662192393736
{'whole wheat rice'},{'escalope'},0.0888382687927107
{'escalope'},{'whole wheat rice'},0.06554621848739496
{'whole wheat rice'},{'chicken'},0.09339407744874716
{'chicken'},{'whole wheat rice'},0.09111111111111111
{'whole wheat rice'},{'shrimp'},0.10022779043280182
{'shrimp'},{'whole wheat rice'},0.08208955223880597
{'whole wheat rice'},{'frozen smoothie'},0.10250569476082004
{'frozen smoothie'},{'whole wheat rice'},0.09473684210526316
{'whole wheat rice'},{'tomatoes'},0.10250569476082004
{'tomatoes'},{'whole wheat rice'},0.08771929824561403
{'whole wheat rice'},{'low fat yogurt'},0.11161731207289294
{'low fat yogurt'},{'whole wheat rice'},0.08536585365853659
{'whole wheat rice'},{'pancakes'},0.11845102505694761
{'pancakes'},{'whole wheat rice'},0.0729312762973352
{'whole wheat rice'},"{'mineral water', 'pancakes'}",0.07061503416856492
{'mineral water'},"{'whole wheat rice', 'pancakes'}",0.017337807606263984
{'pancakes'},"{'whole wheat rice', 'mineral water'}",0.043478260869565216
"{'whole wheat rice', 'mineral water'}",{'pancakes'},0.2052980132450331
"{'whole wheat rice', 'pancakes'}",{'mineral water'},0.5961538461538461
"{'mineral water', 'pancakes'}",{'whole wheat rice'},0.1225296442687747
{'whole wheat rice'},{'turkey'},0.12072892938496584
{'turkey'},{'whole wheat rice'},0.11300639658848614
{'whole wheat rice'},{'cake'},0.13211845102505695
{'cake'},{'whole wheat rice'},0.09539473684210527
{'whole wheat rice'},{'ground beef'},0.13895216400911162
{'ground beef'},{'whole wheat rice'},0.08276797829036635
{'whole wheat rice'},{'burgers'},0.15261958997722094
{'burgers'},{'whole wheat rice'},0.10244648318042814
{'whole wheat rice'},{'green tea'},0.1548974943052392
{'green tea'},{'whole wheat rice'},0.06861755802219979
{'whole wheat rice'},{'frozen vegetables'},0.1548974943052392
{'frozen vegetables'},{'whole wheat rice'},0.0951048951048951
{'whole wheat rice'},"{'frozen vegetables', 'mineral water'}",0.07517084282460136
{'frozen vegetables'},"{'whole wheat rice', 'mineral water'}",0.046153846153846156
{'mineral water'},"{'whole wheat rice', 'frozen vegetables'}",0.018456375838926176
"{'whole wheat rice', 'frozen vegetables'}",{'mineral water'},0.4852941176470588
"{'whole wheat rice', 'mineral water'}",{'frozen vegetables'},0.2185430463576159
"{'frozen vegetables', 'mineral water'}",{'whole wheat rice'},0.12313432835820895
{'whole wheat rice'},{'french fries'},0.17995444191343962
{'french fries'},{'whole wheat rice'},0.06162246489859594
{'whole wheat rice'},{'eggs'},0.1867881548974943
{'eggs'},{'whole wheat rice'},0.06083086053412463
{'whole wheat rice'},{'milk'},0.20273348519362186
{'milk'},{'whole wheat rice'},0.09156378600823045
{'whole wheat rice'},"{'mineral water', 'milk'}",0.08656036446469248
{'mineral water'},"{'whole wheat rice', 'milk'}",0.021252796420581657
{'milk'},"{'whole wheat rice', 'mineral water'}",0.03909465020576132
"{'whole wheat rice', 'mineral water'}",{'milk'},0.25165562913907286
"{'whole wheat rice', 'milk'}",{'mineral water'},0.42696629213483145
"{'mineral water', 'milk'}",{'whole wheat rice'},0.10555555555555556
{'whole wheat rice'},{'chocolate'},0.20501138952164008
{'chocolate'},{'whole wheat rice'},0.07323026851098453
{'whole wheat rice'},"{'chocolate', 'spaghetti'}",0.07061503416856492
{'chocolate'},"{'whole wheat rice', 'spaghetti'}",0.025223759153783564
{'spaghetti'},"{'whole wheat rice', 'chocolate'}",0.023736600306278714
"{'whole wheat rice', 'chocolate'}",{'spaghetti'},0.34444444444444444
"{'whole wheat rice', 'spaghetti'}",{'chocolate'},0.29245283018867924
"{'chocolate', 'spaghetti'}",{'whole wheat rice'},0.1054421768707483
{'whole wheat rice'},{'spaghetti'},0.24145785876993167
{'spaghetti'},{'whole wheat rice'},0.08116385911179173
{'whole wheat rice'},"{'spaghetti', 'mineral water'}",0.1070615034168565
{'spaghetti'},"{'whole wheat rice', 'mineral water'}",0.03598774885145482
{'mineral water'},"{'whole wheat rice', 'spaghetti'}",0.026286353467561523
"{'whole wheat rice', 'spaghetti'}",{'mineral water'},0.44339622641509435
"{'whole wheat rice', 'mineral water'}",{'spaghetti'},0.31125827814569534
"{'spaghetti', 'mineral water'}",{'whole wheat rice'},0.10491071428571429
{'whole wheat rice'},{'mineral water'},0.3439635535307517
{'mineral water'},{'whole wheat rice'},0.08445190156599552
{'low fat yogurt'},{'chicken'},0.05749128919860627
{'chicken'},{'low fat yogurt'},0.07333333333333333
{'chicken'},{'turkey'},0.08
{'turkey'},{'chicken'},0.0767590618336887
{'chicken'},{'shrimp'},0.10444444444444445
{'shrimp'},{'chicken'},0.08768656716417911
{'chicken'},{'burgers'},0.10444444444444445
{'burgers'},{'chicken'},0.07186544342507645
{'chicken'},{'tomatoes'},0.10666666666666667
{'tomatoes'},{'chicken'},0.0935672514619883
{'cake'},{'chicken'},0.0805921052631579
{'chicken'},{'cake'},0.10888888888888888
{'chicken'},{'frozen smoothie'},0.1111111111111111
{'frozen smoothie'},{'chicken'},0.10526315789473684
{'olive oil'},{'chicken'},0.10931174089068826
{'chicken'},{'olive oil'},0.12
{'frozen vegetables'},{'chicken'},0.0937062937062937
{'chicken'},{'frozen vegetables'},0.14888888888888888
{'chicken'},{'pancakes'},0.1511111111111111
{'pancakes'},{'chicken'},0.09537166900420757
{'chicken'},"{'mineral water', 'pancakes'}",0.08
{'mineral water'},"{'chicken', 'pancakes'}",0.020134228187919462
{'pancakes'},"{'chicken', 'mineral water'}",0.05049088359046283
"{'chicken', 'mineral water'}",{'pancakes'},0.21052631578947367
"{'chicken', 'pancakes'}",{'mineral water'},0.5294117647058824
"{'mineral water', 'pancakes'}",{'chicken'},0.1422924901185771
{'chicken'},{'ground beef'},0.15777777777777777
{'ground beef'},{'chicken'},0.09633649932157395
{'chicken'},"{'spaghetti', 'ground beef'}",0.08
{'spaghetti'},"{'chicken', 'ground beef'}",0.027565084226646247
